,maid,horizontal_accuracy,latitude,longitude,city_hasc,postcode,Date,Hour,count
3563,b64ed3ab042018e420af5afe90f82e1d164e5660,16.0,-3.693693,128.194223,ID.MA.AM,97121.0,16-06-21,11:29:09,4
3564,dcb4d20887466268b9b9902e22ab4efb0a8f57b6,12.0,-3.28482,128.97537,ID.MA.MT,97544.0,16-06-21,11:29:10,2
3565,61efc9137681b362dec86b9367014c574f24dbd7,24.0,-3.696837,128.186376,ID.MA.AM,97124.0,16-06-21,11:29:14,56
3566,93cf29d83474d072b8d02ed15469ec6247bba513,7.0,-3.70834,128.16007,ID.MA.AM,97117.0,16-06-21,11:29:14,2
3568,de39bf9081fa1808b3d97147e578660b4aba9ca8,12.0,-3.681008,128.190524,ID.MA.AM,97128.0,16-06-21,11:29:39,3
3572,b1377b3340bacd65f41f48dc5582ab11bb186bb0,67.0,-3.6902,128.1776,,,16-06-21,11:29:45,4
3575,279c4b43b075fe74cb3501d9db1bcfa64bb9272a,20.0,-3.36719,129.96609,ID.MA.ST,97584.0,16-06-21,11:29:55,12
3578,3ec3941a416f84db6d4736239ea2454b90d646cd,9.0,-3.68925,128.20563,ID.MA.AM,97128.0,16-06-21,11:30:14,1
3579,e82bcbdae451b833597fd4994fcc4020f8486996,9.0,-3.007561,128.115281,ID.MA.SB,97561.0,16-06-21,11:30:15,4
3580,0d7e372432d6700b4ef51c8f33a37ebd76187f89,3.0,-3.6213,128.30637,ID.MA.MT,97544.0,16-06-21,11:30:23,1
3581,575ac90cf5a846f09f5e4ee56af9d2db6b49bf13,18.0,-3.696774,128.188011,ID.MA.AM,97121.0,16-06-21,11:30:24,77
3582,954a85cd8621cc5fe40a2baf22f0f6e662811e65,11.0,-3.772538,128.127619,ID.MA.AM,97118.0,16-06-21,11:30:32,1
3583,cd57f2837e37da4e0e628bc2c1b6c830c4301a0d,6.0,-3.08476,128.133868,ID.MA.SB,97561.0,16-06-21,11:30:35,8
3585,eb2b6b50ff30e4c40dc1a694aa3cd4600cdc0c02,25.0,-3.737642,128.222123,ID.MA.AM,97134.0,16-06-21,11:30:44,6
3591,14672e645147d676c5dff12faa5f4578a4d57dad,14.0,-3.67557,128.19588,ID.MA.AM,97129.0,16-06-21,11:31:17,10
3593,9c165722e20244c5d79bbf9a013ed8e6fe98533c,6.0,-3.702693,128.101574,ID.MA.AM,97227.0,16-06-21,11:31:28,1
3597,4c92ccff7004341f2c2a4879ae04cba461eb5613,10.0,-2.85122,128.543059,ID.MA.SB,97562.0,16-06-21,11:31:45,25
3600,2162ef031825a2e3888bd3ec0c1bbc4753411d02,23.0,-3.634734,128.245227,ID.MA.AM,97214.0,16-06-21,11:31:56,119
3602,c899602f85332d38787d83fdfa7bece51f7f9303,9.0,-2.788515,129.388202,ID.MA.MT,97544.0,16-06-21,11:31:57,3
3603,96c02d000207858ed3f4ed7728c31f4f49f89172,22.0,-3.693693,128.194223,ID.MA.AM,97121.0,16-06-21,11:32:01,331
3605,04e67d1ace38e7bcbd924f2ac47ebe2cbbe9417e,25.0,-3.675675,128.19162,ID.MA.AM,97129.0,16-06-21,11:32:32,7
3606,8efba240c2986e3efa1b0af834ca36656075b042,7.0,-3.77248,128.13848,ID.MA.AM,97117.0,16-06-21,11:32:36,1
3608,248aa4d47249d30aef08117133ab450c3fff9c6e,17.0,-3.22827,129.04023,ID.MA.MT,97544.0,16-06-21,11:32:44,1
3610,c5e1067917e9cc98a1805ae40b48a04a51a84f24,27.0,-3.029593,129.977573,ID.MA.MT,97544.0,16-06-21,11:32:46,27
3611,a2bab9538df1208ba18e1610a5d5b25b58dde907,24.0,-3.622691,128.221061,ID.MA.AM,97217.0,16-06-21,11:32:50,1
3612,fb6df37c66d0842343c103a3eb517eac4bfb0331,10.0,-3.661158,128.193339,ID.MA.AM,97223.0,16-06-21,11:32:50,1
3613,52e1269668f665724e71390f356e81c7184af527,22.0,-3.072341,128.203273,ID.MA.SB,97561.0,16-06-21,11:32:59,105
3614,3f53e26a1edd0512b903c993c2c1545e7f27bf9d,15.0,-3.622156,128.190418,ID.MA.AM,97221.0,16-06-21,11:33:12,9
3615,1e976f91ae677c7b83317cb8b25651a10b819902,3.0,-3.58682,128.10374,ID.MA.MT,97543.0,16-06-21,11:33:14,1
3622,bf8a2cc48c70bd09a6ffe738781c3978bc0685c9,6.0,-3.316424,129.65585,ID.MA.MT,97544.0,16-06-21,11:33:55,1
3624,46052366e2b37aef00cfa19881909cd22a6bdb30,38.0,-3.657657,128.189044,ID.MA.AM,97223.0,16-06-21,11:33:58,49
3625,3808444eeb3fc02cc2d6d6a472ce532ada3e7b67,16.0,-3.693693,128.194223,ID.MA.AM,97121.0,16-06-21,11:34:04,18
3627,3bf3ab6fc1a633a68828865ebcbe674d50e21a98,26.0,-3.665986,128.199223,ID.MA.AM,97128.0,16-06-21,11:34:17,102
3628,816ad634d081c453f3f744ae55a18c2ac26332c0,14.0,-3.058362,128.123783,ID.MA.SB,97561.0,16-06-21,11:34:34,1
3629,8a042bb8ca1ed5286a5a53e499e1372903f6521b,10.0,-3.705356,128.102166,ID.MA.AM,97227.0,16-06-21,11:34:49,2
3630,dd72ca135a13efe5f98cf6298d90094a404c9584,15.0,-3.066961,128.194139,ID.MA.SB,97561.0,16-06-21,11:34:52,3
3634,878d28ec9e79ee01a7afefa5170fc2a57ae8c994,11.0,-2.8657,128.846771,ID.MA.MT,97544.0,16-06-21,11:35:09,8
3637,b0c04b15d4672687fee7ebe701deaa4b7b98f26c,8.0,-3.6937,128.19422,ID.MA.AM,97121.0,16-06-21,11:35:26,6
3643,2143e414426b195889597863321f5bf733387bd3,13.0,-3.683086,128.188613,ID.MA.AM,97128.0,16-06-21,11:35:50,1
3644,b015ad7dde317e0df38c08d52e8467c01b1f3fdc,13.0,-2.851738,128.548203,ID.MA.SB,97562.0,16-06-21,11:35:52,5
3645,c2bbc96382754ba4aa8fae31e4880398a37cb99a,11.0,-3.440723,128.428296,ID.MA.SB,97566.0,16-06-21,11:35:55,1
3647,64877bee2f6d18dff5f809d137203abbc6080c96,14.0,-3.657657,128.18904,ID.MA.AM,97223.0,16-06-21,11:36:14,2
3649,022f46dd9f5a9de0cad3037f3e033e79a469b10c,18.0,-3.300227,129.519493,ID.MA.MT,97544.0,16-06-21,11:36:19,3
3650,c1fbdae7ae6c98b96efbe786e1036c44fd439807,10.0,-3.307592,128.05885,ID.MA.SB,97571.0,16-06-21,11:36:24,14
3652,ac2109dd5ebbb9ee8032c5b0bf5ffc17cad40dbf,21.0,-3.621621,128.238078,ID.MA.AM,97215.0,16-06-21,11:36:48,2
3653,d6a616ad70a662014194907b6ea33b21eab00fb2,12.0,-3.225225,128.293294,ID.MA.SB,97564.0,16-06-21,11:36:55,106
3655,952fdfe35d6cde5f85e796e8d912226dd1191e65,18.0,-3.216816,128.98072,ID.MA.MT,97544.0,16-06-21,11:37:05,4
3657,44ff24d77852adde2f1e67b34d1f5388aece03f5,38.0,-3.621621,128.256132,ID.MA.AM,97214.0,16-06-21,11:37:14,105
3661,b3ef99e1f5829aa62060cab6c55cdba35f13d6ea,11.0,-3.45602,129.99743,ID.MA.ST,97584.0,16-06-21,11:37:39,8
3664,1f78ba4718cebf290ea9661ca9f4472649ca9caf,16.0,-2.81081,129.00204,ID.MA.MT,97544.0,16-06-21,11:37:50,168
3665,630b2b847a2ba42aba0901e1418fecfc5d590612,15.0,-3.25623,128.99211,ID.MA.MT,97544.0,16-06-21,11:37:56,4
3666,ce72dc64638b52a4e53d59701773d4faa2f54c1a,9.0,-3.56345,128.3206,ID.MA.MT,97544.0,16-06-21,11:38:05,1
3668,8b35f7fbe5d526a45fb811795e306bdef5c6394f,15.0,-3.67226,128.19396,ID.MA.AM,97129.0,16-06-21,11:38:16,11
3669,b6706d4ead6f2f6f0410d258e17209631131bf73,15.0,-2.97972,128.14193,ID.MA.SB,97561.0,16-06-21,11:38:16,6
3672,43e79e233a6c4b5f9f5f4b430af362ff87d711bc,14.0,-3.616356,128.278967,ID.MA.MT,97544.0,16-06-21,11:38:52,3
3677,5a9473304d4f893146db75ba7c9772c934723755,9.0,-3.63965,128.31286,,,16-06-21,11:39:27,2
3678,941f0e219bd19e4f74e37c0c20e49da04fc9dd8b,6.0,-3.239368,129.041013,ID.MA.MT,97544.0,16-06-21,11:39:27,1
3679,50aff07fc7b19098f2820c10b9919778e92240f6,12.0,-3.629669,128.250783,ID.MA.AM,97214.0,16-06-21,11:39:31,3
3680,ae360cf03f6f3ebf5c2291280e91cc52cd48f649,11.0,-3.694147,128.200164,ID.MA.AM,97129.0,16-06-21,11:39:31,6
3681,19fec7f34a3a2492b67b00ea1b3077fd3500482d,4.0,-2.851299,128.478211,ID.MA.SB,97562.0,16-06-21,11:39:34,1
3682,97f02f9ff239fe816cdfd906f11f190a3ed516ab,10.0,-3.252156,128.97687,ID.MA.MT,97544.0,16-06-21,11:39:34,5
3684,6603fc9872fc3782bab529d1ad4759031760d90a,8.0,-3.51444,128.34358,ID.MA.MT,97544.0,16-06-21,11:39:45,1
3686,8ea3ea91678c9dd8da750a06f6ee032382780929,14.0,-2.972098,128.125765,ID.MA.SB,97561.0,16-06-21,11:40:12,30
3689,4691ed086aec65e3af433bb95a4579849df419fe,18.0,-2.86275,128.71198,ID.MA.SB,97563.0,16-06-21,11:40:23,5
3691,08900339bbb9e4e5f621cf4d8a4f9195dbb2cbe6,24.0,-3.63087,128.256109,ID.MA.AM,97214.0,16-06-21,11:40:31,1
3692,2037360c8107c5a018b17db5a14f23b99f54e157,15.0,-3.047086,130.026296,ID.MA.MT,97544.0,16-06-21,11:40:36,14
3695,c49437331ad8c944916cba3d9eddb0465c218d83,15.0,-3.621621,128.328348,ID.MA.MT,97544.0,16-06-21,11:40:46,14
3696,1280dc506cc24e879412a2f6149f3e52e081b827,10.0,-3.045208,130.034154,ID.MA.MT,97544.0,16-06-21,11:40:57,2
3697,0f3589e773e260aa4dbae7a4bce5d022836bb87b,17.0,-3.679435,128.19453,ID.MA.AM,97128.0,16-06-21,11:40:58,25
3702,7f56ceedb7bc1500881a4ea8628962252c4f42fb,6.0,-3.775336,128.12407,ID.MA.AM,97118.0,16-06-21,11:41:44,1
3703,bcfc869d29eee814175ab2503560c9ea4f564d3d,10.0,-3.6509,128.18809,ID.MA.AM,97228.0,16-06-21,11:41:56,12
3704,a17107eef00467cf70afb16e4e90f9bd29130c0b,56.0,-3.6902,128.1776,,,16-06-21,11:42:02,7
3707,447fd8f9c17e29f203469e84f013e1198ba684a0,24.0,-3.748756,128.024271,ID.MA.MT,97542.0,16-06-21,11:42:13,3
3710,edd61a54f7ce59428a9ffefbbc38f4680703c0f6,11.0,-3.56013,128.31247,ID.MA.MT,97544.0,16-06-21,11:42:19,4
3711,9505b8a7c3adf310676637a54f8f63a0c34fb623,9.0,-3.69685,128.18754,ID.MA.AM,97121.0,16-06-21,11:42:25,2
3712,c46f28e84420a313b2174ae86f7dd0809f02c198,25.0,-2.857746,128.881318,ID.MA.MT,97544.0,16-06-21,11:42:27,2
3715,fad80945b2795287717a500d1dbaed9fa6b6b344,26.0,-3.658377,128.184361,ID.MA.AM,97223.0,16-06-21,11:42:41,17
3717,63f1a4de53df1432c11f6be9c4b5d33573669c30,27.0,-3.665275,128.156982,ID.MA.AM,97225.0,16-06-21,11:42:45,1198
3718,ec382da0977d106e5cdf11a8b9f5a0835701ee40,10.0,-3.24664,128.06399,ID.MA.SB,97571.0,16-06-21,11:42:45,1
3720,921733624f5ded51e1f2b90becbea00852086c43,8.0,-3.30657,128.058842,ID.MA.SB,97571.0,16-06-21,11:43:04,2
3724,0344c65227555a4981d2b99729a7ef9e744f8e2b,21.0,-3.693075,128.179508,ID.MA.AM,97126.0,16-06-21,11:43:13,15
3726,97d116c6f94848b1b400ae4e744b1304072b37d2,3.0,-3.686921,128.21347,ID.MA.AM,97128.0,16-06-21,11:43:26,1
3728,e35504c00d580fd04f6fdb73ea6271bce937f015,12.0,-2.95669,129.857763,ID.MA.MT,97544.0,16-06-21,11:43:30,21
3731,26be4c1511d5e8072433366da5faaa20766001f7,7.0,-3.68221,128.19165,ID.MA.AM,97128.0,16-06-21,11:43:43,3
3736,9a9162df2072b01985f57da16b6b2c0a47719782,11.0,-3.646175,128.162563,ID.MA.AM,97223.0,16-06-21,11:44:05,2
3737,953b17ee98a062bf65b3f936e4b17682ed5a0c0e,5.0,-2.805356,129.057003,ID.MA.MT,97544.0,16-06-21,11:44:07,1
3738,fd56404812742f6b73c3a3d89cdafe16b1cb90b4,10.0,-3.58289,128.6168,ID.MA.MT,97546.0,16-06-21,11:44:12,3
3740,b8624596edb85e33d47f9d39f24ed4a59bbe723a,16.0,-3.678018,128.217026,ID.MA.AM,97128.0,16-06-21,11:44:19,11
3742,1a51ca224d5fe2f9d27587f54e13946842dc4a02,17.0,-3.69884,128.18043,ID.MA.AM,97127.0,16-06-21,11:44:33,3
3747,a6273ebd9adae93238d991e3493a015f67b5ff04,14.0,-3.687588,128.22357,ID.MA.AM,97128.0,16-06-21,11:45:09,5
3751,789cd94fac4e731e03892750497fcdfeb9e2ad72,5.0,-3.625876,128.305995,ID.MA.MT,97544.0,16-06-21,11:45:32,1
3754,3b414085adf336ef7ae3711977c44aecccdb7c0d,21.0,-3.699277,128.178636,ID.MA.AM,97126.0,16-06-21,11:45:39,430
3757,48caec05448b78daa6325b8112424dfeac24a0cb,6.0,-3.599853,128.337338,ID.MA.MT,97544.0,16-06-21,11:45:45,6
3758,8b94b6a6bd3079371088f3f228ea9be03f984369,21.0,-3.621621,128.238078,ID.MA.AM,97215.0,16-06-21,11:45:55,104
3763,68d5b593e5d20581c11c2b43d53230eed28cee02,32.0,-3.681185,128.220998,ID.MA.AM,97128.0,16-06-21,11:46:02,2
3764,b270b2db69958a174004fbecef47941f22a83c35,12.0,-3.68477,128.19301,ID.MA.AM,97128.0,16-06-21,11:46:02,2
3765,0ca4e337127d55ee3b0352597cd124e4d9b56fb6,15.0,-3.315315,128.972606,ID.MA.MT,97544.0,16-06-21,11:46:10,71
3768,aa1d48655d2fff3063261ccd6b555ec9215d853d,9.0,-2.792792,129.487128,ID.MA.MT,97544.0,16-06-21,11:46:34,34
3770,7e6f4cf9064fc6b69e53547bcafa781ea7bef701,24.0,-3.63568,128.200977,ID.MA.AM,97221.0,16-06-21,11:46:36,2
3773,648bfd91911930851935032fa38daf4f3e906d4a,15.0,-3.639639,128.186473,ID.MA.AM,97223.0,16-06-21,11:46:57,1
3774,bff2bf9734ec6d00869c653fa9a2bdc772f040bd,12.0,-3.5172,128.32235,ID.MA.MT,97544.0,16-06-21,11:47:01,1
3775,fc4c867bf8e35870762f519fde25009f325ac31b,90.0,-3.6902,128.1776,,,16-06-21,11:47:03,3
3778,afdd124b54b8e43b16b292f5fadef0daf59179cc,18.0,-3.692772,128.183019,ID.MA.AM,97124.0,16-06-21,11:47:09,18
3779,38c1cc689d986a4e4dc82811938a0e6f9f9cb16c,5.0,-3.686601,128.223615,ID.MA.AM,97128.0,16-06-21,11:47:11,13
3785,66b00fd031dd13e12039b30c65e231947e0290d1,17.0,-3.293618,128.96854,ID.MA.MT,97544.0,16-06-21,11:47:34,2
3787,0ef1870e92e6f1d07abe50883d77f65648d28a2b,20.0,-3.64085,128.23988,ID.MA.AM,,16-06-21,11:47:42,4
3791,d2f24f1d7b5e8c696d64f3cd09e653b6e77d1db2,15.0,-3.656867,128.185999,ID.MA.AM,97223.0,16-06-21,11:47:53,1
3795,c51424f9f3d10b940a10586deb5192aa8d07c177,5.0,-3.686271,128.188331,ID.MA.AM,97128.0,16-06-21,11:47:59,3
3796,6a4556563a0f274703e3b7973e6f99fa8a3aff67,7.0,-3.549549,128.552918,ID.MA.MT,97545.0,16-06-21,11:48:02,10
3798,b6873e04b1f05ef3677fd6f6fc9e4b7ad4b194ac,9.0,-3.694713,128.180751,ID.MA.AM,97126.0,16-06-21,11:48:04,10
3799,591a27b443a30a6c2a69695fbfba43caed30330a,17.0,-2.994263,129.840683,ID.MA.MT,97544.0,16-06-21,11:48:07,5
3800,51bb9af8d6868e848049e08ff3d78f883940531d,10.0,-3.313137,128.057772,ID.MA.SB,97571.0,16-06-21,11:48:12,1
3801,6dc39cc14a94071e09e117ae9a34e73c4a074d94,3.0,-3.698123,128.178592,ID.MA.AM,97126.0,16-06-21,11:48:13,5
3803,95057db0bb22031a8b9464b5b98f19c52668d9f2,19.0,-3.65965,128.21291,ID.MA.AM,97212.0,16-06-21,11:48:31,1
3808,9413648ecc83f6a3451eaad1261380d719b88447,10.0,-3.561161,128.32034,ID.MA.MT,97544.0,16-06-21,11:49:27,3
3810,cbaf9a9509e62ab5e46ab0767c34f75d6defce97,9.0,-3.672645,128.1952,ID.MA.AM,97129.0,16-06-21,11:49:35,7
3811,2d919f3dde9ae3746f8112c027d7a926cc84494a,11.0,-3.675675,128.191627,ID.MA.AM,97129.0,16-06-21,11:49:37,14
3812,fdf95987e1635a63b09fb7eff3410055181ca602,10.0,-3.6249,128.247228,ID.MA.AM,97214.0,16-06-21,11:49:41,1
3813,714a4ca5c2a2bf091392eecd2cdadb0113a8921a,3.0,-3.579761,128.620473,ID.MA.MT,97546.0,16-06-21,11:49:45,1
3815,09ea4966a2a58613c58805aaba548668cfa78092,77.0,-3.6902,128.1776,,,16-06-21,11:49:51,2
3816,5501996b72d2f04306a4757f19d9052d30bc4fae,12.0,-3.55309,128.42311,ID.MA.MT,97545.0,16-06-21,11:50:04,1
3817,0af74308e335cecee3ef926c02513e27df909782,16.0,-3.526614,128.335673,ID.MA.MT,97544.0,16-06-21,11:50:11,1
3818,fb6eded1a19609e011998abfd50b85481e68497e,33.0,-3.374191,127.9432,ID.MA.SB,97571.0,16-06-21,11:50:12,3
3819,c571cf79d669c4f9fff00459bfd6435fea2852f0,15.0,-3.05489,130.03433,ID.MA.MT,97544.0,16-06-21,11:50:20,5
3824,a1e52828042ac4cf96df71df782ce4066df75bc0,14.0,-3.68605,128.20046,ID.MA.AM,97128.0,16-06-21,11:50:37,5
3829,78178365c1a379afb4fb7e215bf75a27b97375d3,19.0,-3.6937,128.19422,ID.MA.AM,97121.0,16-06-21,11:50:53,14
3830,3d836914f09e9350da37c05d3be42bd482862414,21.0,-3.693693,128.194223,ID.MA.AM,97121.0,16-06-21,11:50:55,134
3832,c5c135d544808a606ffdaf414a54ac10719358b8,16.0,-3.68119,128.20723,ID.MA.AM,97128.0,16-06-21,11:51:11,27
3833,bec5185c240253082c21d04be58e4b63117593f8,21.0,-3.676389,128.220585,ID.MA.AM,97128.0,16-06-21,11:51:16,1
3834,4b25c61cea6fb047293792caf42b78c1e5950acd,14.0,-3.515828,128.415778,,,16-06-21,11:51:22,1
3835,8ce9cd519f94b18556ff8a477eaa0c4c35522512,22.0,-3.675675,128.209682,ID.MA.AM,97128.0,16-06-21,11:51:27,79
3837,5f3e2e3b9d66ceb942f473071bab84b5127d12bd,4.0,-3.439493,128.427639,ID.MA.SB,97566.0,16-06-21,11:51:33,1
3838,dad016ae6834300fb7b83d75c86c77cc99ea22e3,23.0,-3.71172,128.16072,ID.MA.AM,97117.0,16-06-21,11:51:36,8
3844,5d192d0a937c5990a09473e56e52023791225939,19.0,-3.707443,128.1788,ID.MA.AM,97114.0,16-06-21,11:51:57,126
3845,0922f9bb6059cd93d93afc2f625c9c856cf00da9,16.0,-3.383418,128.381701,ID.MA.SB,97566.0,16-06-21,11:52:01,4
3846,23a8c578ac905f318577f5fd2850949ff651f5ab,6.0,-3.694961,128.17993,ID.MA.AM,97126.0,16-06-21,11:52:05,59
3847,41c803fce9afc2881ce4e6cbe7b7b5a95f9f0e18,12.0,-3.70166,128.18276,ID.MA.AM,97127.0,16-06-21,11:52:10,3
3850,b04283a1df459fb3277d7b2128eeb226e722b947,30.0,-3.6958,128.1833,ID.MA.AM,97124.0,16-06-21,11:52:17,7
3851,d1b0b75aec076d79aae3d024c9d2b1b0419d12f6,9.0,-3.742086,128.227348,ID.MA.AM,97133.0,16-06-21,11:52:21,5
3852,1f10e838cb726eb0a2b05296eb16676f6bfabece,25.0,-3.332944,128.34345,ID.MA.SB,97566.0,16-06-21,11:52:31,275
3854,36b7bc7ce23147275452a34f6c3a4c77dca028f1,12.0,-2.851738,128.548203,ID.MA.SB,97562.0,16-06-21,11:52:34,3
3855,cf4b8dd6bfe2c706b5f7a53e9bff6d3c84aecd73,9.0,-3.298648,128.958468,ID.MA.MT,97544.0,16-06-21,11:52:34,11
3857,2eda94eaf4e6606e87d7ab26cd636b8f0f0ab1bc,6.0,-3.274121,128.31284,ID.MA.SB,97564.0,16-06-21,11:52:40,1
3858,097c802c376e8167949e8742683c47c723850d56,13.0,-3.583122,128.179371,ID.MA.MT,97543.0,16-06-21,11:52:46,27
3860,124cc4b03c126b57dd413a5056fd8786084b8569,39.0,-3.693693,128.2845,ID.MA.AM,97136.0,16-06-21,11:52:52,814
3861,39383ad08d8674df35704ad0b6c24b6da9d0e0cc,14.0,-2.948021,129.855386,ID.MA.MT,97544.0,16-06-21,11:52:52,4
3864,cc1e95738ad502f5648ac6b768fa409ee44bd4d5,21.0,-3.694522,128.180482,ID.MA.AM,97126.0,16-06-21,11:53:15,2
3866,1bfeb0ffce8a3fd4e7d47d13b2c938b4dd2b9e8a,6.0,-3.693326,128.180509,ID.MA.AM,97126.0,16-06-21,11:53:49,11
3867,3445e1d744c5325ec136e8764ad1b4db9e82a51e,5.0,-3.694909,128.190841,ID.MA.AM,97121.0,16-06-21,11:53:52,1
3868,2940532ff85debdbef116b13b436f8441d10523a,12.0,-2.84479,129.660686,ID.MA.MT,97544.0,16-06-21,11:53:57,2
3869,5684ee8960a7395867e673421cc5b3cac5779e26,16.0,-3.655394,128.19395,ID.MA.AM,97223.0,16-06-21,11:54:03,3
3870,301f1220b5af2d8c0d1304f711c10e7bb50ef14b,13.0,-3.503415,128.563988,ID.MA.MT,97546.0,16-06-21,11:54:05,4
3871,69d5a8444052816704faba98a2f5251b60a2c355,6.0,-3.08189,128.029581,ID.MA.SB,97572.0,16-06-21,11:54:05,1
3873,ea48b5c1c7cb36046c35b7356db089f7e18e12ed,8.0,-3.20408,129.02987,ID.MA.MT,97544.0,16-06-21,11:54:07,28
3875,db5e3cb9ebc59106943e96e394d0aaa688f69b7c,13.0,-3.682045,128.193802,ID.MA.AM,97128.0,16-06-21,11:54:10,1
3877,b4e5b089a88cbda7d1f5aaa8866c182e255e36e0,10.0,-3.462378,129.551178,ID.MA.MT,97544.0,16-06-21,11:54:15,13
3879,4ff6e773505ec41d4fa5c83fe94171423b0c912f,9.0,-3.300928,128.965706,ID.MA.MT,97544.0,16-06-21,11:54:25,1
3881,ee37dcf2b7bb5fdd1699a6858dcab79ef6a4c99e,4.0,-3.688032,128.208229,ID.MA.AM,97128.0,16-06-21,11:54:31,4
3882,02fa52be85e00467022aae70272eac69c38619f5,10.0,-3.603603,128.307747,ID.MA.MT,97544.0,16-06-21,11:54:32,1
3885,93b9626d8e6626e7e814ab011bf3d2854e095d66,18.0,-3.629036,128.214368,ID.MA.AM,97217.0,16-06-21,11:54:35,11
3887,c31f8145e0d78b5fb4e1d9c354dc9b15242ecf0e,5.0,-3.307981,128.059411,ID.MA.SB,97571.0,16-06-21,11:54:40,1
3890,3a7ff50b63094c1b62e720e2b61b864986b49065,7.0,-2.854136,128.56169,ID.MA.SB,97562.0,16-06-21,11:54:57,4
3891,f09a343cee9f8ed6d019b31aa2372686e416a4b5,12.0,-3.67841,128.19902,ID.MA.AM,97128.0,16-06-21,11:55:07,7
3894,1373c54f8140c842e6bac1fe68398d4cd707d811,20.0,-3.675675,128.191627,ID.MA.AM,97129.0,16-06-21,11:55:14,166
3897,0868872e1a76dfb8bd90255a21efac31b1c574d7,19.0,-3.675675,128.191627,ID.MA.AM,97129.0,16-06-21,11:55:26,20
3898,f584137cc22bfc2a0c21e7577885ea7d45d51638,5.0,-2.97947,129.90608,ID.MA.MT,97544.0,16-06-21,11:55:26,20
3899,3bf8380a24615aaa29b953af2320739dcda0fd10,8.0,-3.607379,128.327058,ID.MA.MT,97544.0,16-06-21,11:55:32,3
3900,1df1ab847e5954cb5a9e9a4a2585cf2966aa6d1f,3.0,-3.048238,130.029674,ID.MA.MT,97544.0,16-06-21,11:55:33,2
3901,81594f960a27a0725679cd9cfaf374131a8deab9,12.0,-3.55684,128.68946,ID.MA.MT,97546.0,16-06-21,11:55:39,194
3902,954cf282177db82a5783ca23088b678b59be330a,9.0,-3.31161,127.92673,ID.MA.SB,97571.0,16-06-21,11:55:40,2
3903,06a86975056781a46056f02cb5210812162c340f,14.0,-3.711711,128.17877,ID.MA.AM,97116.0,16-06-21,11:55:42,182
3905,988535ef8f382244a854c5be7cf1586558e3ea41,15.0,-3.303151,128.965991,ID.MA.MT,97544.0,16-06-21,11:55:45,1
3906,0c406c7e907b572544f9f9512ee6860e120b42d9,16.0,-3.06445,128.23081,ID.MA.SB,97561.0,16-06-21,11:55:50,6
3909,587b52c7d621a12a7d15e17bb221bb7aff0557f6,5.0,-3.510247,128.315927,ID.MA.MT,97544.0,16-06-21,11:56:00,1
3911,5afdc9b78e2fc11b02f9fc00b8d83fb7fd18cf16,14.0,-3.04312,130.14211,ID.MA.ST,97582.0,16-06-21,11:56:02,4
3912,c5e7e64fb30b5342086c0e03dd6c4b8c7caa7c7f,10.0,-3.685899,128.225704,ID.MA.AM,97128.0,16-06-21,11:56:02,3
3915,bf9bdda21d13173a419b29eae39eb6dc9f9c0691,17.0,-3.639639,128.186473,ID.MA.AM,97223.0,16-06-21,11:56:13,4
3916,f077ae44712325d31fea640e1fb94f2440c21de5,23.0,-3.702725,128.171006,ID.MA.AM,97115.0,16-06-21,11:56:17,44
3917,ab1ddf8146dc560b3274d6250da0ac6edf09779e,9.0,-3.68539,128.19613,ID.MA.AM,97122.0,16-06-21,11:56:31,1
3918,b9ecddc6a5efdc6b42995babcbdf8d6a26bd3c93,10.0,-3.683758,128.191116,ID.MA.AM,97128.0,16-06-21,11:56:33,1
3921,ec5be60777aa607f93f125b4aa518816bdc8f983,16.0,-3.535495,128.689838,ID.MA.MT,97546.0,16-06-21,11:57:03,7
3922,8625f81066665aa19a61942a743ccc4243d5e92f,15.0,-3.62219,128.23079,ID.MA.AM,97216.0,16-06-21,11:57:11,168
3923,88944387867ecba261b2c6d6bafd70239ae98191,8.0,-3.590817,128.339552,ID.MA.MT,97544.0,16-06-21,11:57:17,1
3924,f9b919fb6145bf69db6b27f9fb9f139cd66b6cf4,9.0,-3.707646,128.159586,ID.MA.AM,97117.0,16-06-21,11:57:17,5
3925,49b9adf38a5eaadb0008de45f8c4be1b109730a4,15.0,-3.693693,128.176168,ID.MA.AM,,16-06-21,11:57:20,17
3927,835993eb272e517c71a4853dd04856a79e96584c,16.0,-3.67913,128.19412,ID.MA.AM,97128.0,16-06-21,11:57:21,5
3928,d2446f00cd17d62eb85d29f7ba13639f78fadd70,3.0,-3.704428,128.176036,ID.MA.AM,97114.0,16-06-21,11:57:30,5
3929,2561c72f96d3b1d1d52de2d7b1e9ea79cd24acd6,5.0,-3.31023,128.94693,ID.MA.MT,97544.0,16-06-21,11:57:32,1
3931,ac95cc51cfc45deedd431c8d5ae3cafe9d19ea75,13.0,-3.04148,130.02753,ID.MA.MT,97544.0,16-06-21,11:57:38,9
3932,1e0bc059c69680be9a31b4321e0fe69dd221b544,9.0,-3.665945,128.159758,ID.MA.AM,97225.0,16-06-21,11:57:42,71
3934,8c8a2a995f735c0647e672b14d099a7808d4675a,10.0,-3.69597,128.18475,ID.MA.AM,97124.0,16-06-21,11:57:46,15
